                                          ,pkgs_before,pkgs_after
iec8e7b9c0d64800959127f273449967846f54b0be,15.0       ,12.0
ied002ca6a0f9d00c8f7a6293ca512de51c0e6078d,13.0       ,6.0
ie2a0f623714397122a593ff305227c4aecef73a7e,15.0       ,9.0
ie9123bc5255c20c81fa9ea3a585c9eebb1be523a3,15.0       ,11.0
ie88e01241b674f476885e86ae8b433699e6aceede,12.0       ,11.0
ieb5828dc1f576c1a664ef66456489b02279ea3fa4,15.0       ,11.0
ie1b1f0b470b6e64a7d4bf0ee4abcdcd499acfb5a2,14.0       ,10.0
ie09b50d03f83fe5ad9f105ad66e534ec3320093ab,17.0       ,14.0
ieab6b32ad1b454981837ac347c7e58701f3d66e69,12.0       ,8.0
ie5fd73843b3bfef94fedf3cdc8aa0a7248cbe12f6,25.0       ,20.0
iee9b8bbfdc630782cf22c0427c0a8b436613a1eaf,14.0       ,13.0
ie3edf0c48bf8149a3d95072d8eba23f56327fd578,16.0       ,10.0
ie314f33f06f90ffc0d1ccb062af65291272955e9e,12.0       ,11.0
ie992c74e49650a0543efd74de9e21c29ef15fc571,19.0       ,18.0
ieb4c148284b37120eddde868f658ff64f2c307c38,22.0       ,17.0
ie142eeba369558f1bdae6ab36931e220351008fee,16.0       ,13.0
ieacd006ea3a1783918de6bece4b6b6a423241665c,12.0       ,9.0
ie26de9e18e50752e0d90d8f71c79188ca4bb1aadf,16.0       ,12.0
ie55ec7673dc89d6444686ff94cb6ed49720231613,13.0       ,9.0
ie6365ef47417fa3fe5996567740931fa97d473cd4,13.0       ,11.0
ie011eca5dd3d176c0b60cebd13415315c7389e423,11.0       ,9.0
iec143e7760050e8571c2e81c8cf83f25f7cf7b83d,11.0       ,10.0
ie7abd18db7684628e98df9697ea6d13e31e96bf16,18.0       ,13.0
ie2b263de1228b86409d1fab4011580718eadd2b52,11.0       ,7.0
ie86a97731f7093853f3de24706f5c5a9f38a5c4e1,26.0       ,21.0
iedb9e3af5a10d4c5d536c402115df2ee5c8553d44,13.0       ,8.0
ie2e0db3bac0d8ba0279529a9646f2c98d4f729e45,12.0       ,9.0
ieb4d238dbe11bf5d28554a0287f89b9b07322f7d3,14.0       ,13.0
ie1073560496ab31fcd469ce2f82ca93c76125763f,15.0       ,12.0
iee43724c9ac27148caf923c148cf06130798c9e4a,15.0       ,10.0
ie2ca9365c33e49cdf220d9b32b9ca8d7e1c80edb4,14.0       ,8.0
ie22e42bcb92bd1269f908687a3846b867d16983b7,17.0       ,13.0
ie0875c4764656b7c5268e053baa3c594b006c043a,17.0       ,11.0
ie458be314a534e8198ac12a09f0fa4ba06156411d,10.0       ,6.0
ie6085c322fe60e2a87e9c496f0d076b7504bb8819,13.0       ,12.0
iebda0cbae73b83348517f5d9ae2308d35ff3b036e,12.0       ,11.0
ie65b70b08b2253518a7ce9377ee4e2d14b29eb165,11.0       ,6.0
ie449e2f8aa2404843aa3b98c7ab232148d16b09d3,17.0       ,13.0
ief5593d00ed4b9af969d1302a742d25d509b1ecec,14.0       ,10.0
ie4c4cf224bf25d9fc98cb9ea7b69d66bfeacc895e,15.0       ,12.0
iedfe8a24be74ccdfaac9369390f59a37d4257bf2a,16.0       ,9.0
ie8fb0a028a65ec3dc4db9f1bd830d2c823cc6af68,15.0       ,14.0
ie1a55a6d8f39d6f33c62d7b61e7fa8f3b76f3474b,12.0       ,9.0
iea371f80ed8f7c1dac62f1cb070ddefa3cb5b9193,15.0       ,9.0
ie5fd9307c5583932785a535f5c29e7ac022d2478a,20.0       ,13.0
ie8e055d44f18b1735014b2e949ede14383272186c,16.0       ,13.0
ie33733cb27c58f12c4d8a1b074ba492722ac2a1d9,21.0       ,18.0
ie0a4d84aa38109920dadee3dd9e237cdc2f3570f1,19.0       ,13.0
iee0cf249c1761583f9b8b67c9b577ff7df188d939,10.0       ,7.0
ied207294d11a718dea17e07d450aaf08378b8f1bc,8.0        ,6.0
ie1c122331ef1d788729067d32050cda65af77a6dc,23.0       ,16.0
ie8c646e900f7e46a77098dc45dd5fe9a24ea50f37,20.0       ,12.0
ieb8796393b6bc80b5cce76dd91e9ef6b811af3959,18.0       ,13.0
ie52170815bc3c7dc5e62c9998586b00d1fa61f70d,16.0       ,14.0
ie9ad49fadd5939471d04ca9a264cf32c6bae75766,20.0       ,15.0
ie9d88f1ec6f8b61182dd8e709e5558952dcb76017,17.0       ,15.0
ie532ea4d3ea96d9eb4d51473491dae49a7d45e6f6,16.0       ,11.0
iedd1fcea518cb0fddcb67f0127784cec540c7c29f,17.0       ,13.0
ie7b02b977d3ffaf1689f4636525d7985f49432b23,11.0       ,7.0
ieaffff4d256cf8de4ff3b7afc2d4a3090aee3271f,14.0       ,9.0
ie694a516ab7ee3bac5bca1636f382b6049276c5f2,10.0       ,8.0
ie13529f5b7c5b67b4228c0fd8bd4ebcf7239a6c9b,17.0       ,13.0
iecbcd4b2a25c02aaf38345fdd99ef96faf26ff38c,13.0       ,12.0
ief26bc84eb011c89217de276a48903b20cdbaaade,16.0       ,9.0
ie5053c5bd09648783fa85354df66fe49ba7ce8107,15.0       ,13.0
iec2e4ce58bc72532d8f77bbff5c7dd4881b9988fe,18.0       ,12.0
ie774c3d47ee1ee752523f88685f56e6e5b157536a,13.0       ,10.0
ie431dc3bb156dc77cb0c0f3b0c253d5a2d7bf9284,20.0       ,14.0
ie200cedbb8b61fff8dc4fb1ce27735be55a7f20e0,10.0       ,8.0
ie15cfe3b43888bc72d3c401c237c44e87769adb1c,14.0       ,13.0
iec55bdf7d3f9f896668c34dea70e948fd2d78a4ca,14.0       ,10.0
ie727e25074b9b3e299aba89dda7ab7a41bc724025,6.0        ,5.0
iee2f0a2bd526f929cb6c06c27d7f0174659864f23,9.0        ,5.0
ie961836d89d8adfe57fa44f24eea45142ca9c1967,12.0       ,11.0
ie74d793aec708be1a8ec606fde6ae10dcfb5a095c,10.0       ,7.0
ie740dc2ad1900bc7945e5efc20c078834d69871d6,12.0       ,10.0
ie360300f5a5b36eb6a47a39185d67b2e3be444158,13.0       ,10.0
ie2e2fa071cb456cb7ccc07fcd33d043a64f859612,16.0       ,10.0
ie93941f8f96bc874e2ffc72f827ea1670414f7d0c,16.0       ,11.0
ie8cdbc7c643b556d65d2777e8986f0e4e429e3bd6,12.0       ,11.0
ie97389ab5df259a13e78f7626904a025eafa1927a,15.0       ,13.0
ieba43fe8ef08923a8bfd7fd9fb885cb88d8e8832b,18.0       ,14.0
ie5cb567f5dc34fde9920dcccc4b40e4233563429b,11.0       ,9.0
ie20bb22af915082303748e6af1e8e4a1ed9ec05f6,10.0       ,4.0
ie52abbb42ff954584e67ca198b604a29bb01355c5,15.0       ,11.0
ie22f95a4da3869a0a11b7a571af4cdd440a693c48,13.0       ,10.0
ie673bce7122499f9f7ed25e6ab510ac32e89d609d,13.0       ,11.0
ie2133b4161611f01f36941b624d215ca531be8eb8,13.0       ,7.0
ieed1a38b186a7b4419deec2cc18f419b50e4cbbe2,19.0       ,16.0
ied83dece70b92976a71219012607af2442c19a8b0,14.0       ,8.0
ie1b82e4369e958174fdc6408c6829243706f729c9,13.0       ,11.0
ie351cdcad4674ddabc7faf9ad6fdaaa5fe9aa6308,12.0       ,8.0
ie7b830788ac41b2612934312a8cc35d02dd97f20e,15.0       ,13.0
iee3c364d3e27641e323a06de320756dbdc21db280,12.0       ,11.0
ie8c947ded7dfa2799ab366a2fdd2bb6dcffba7231,10.0       ,8.0
ie586843d564385e663dfc0589bd41297d84907cfb,19.0       ,14.0
ied741294c232257a629ce58ef2f4c070109087aa0,10.0       ,6.0
iec667004bb348002e2ad1ae778a0216ad9e56689f,13.0       ,9.0
ie4ef19ef5920c07ffca3ca3cbf5d8b6854152b890,12.0       ,12.0
ie4cc4f617c46e69295769ad59f4d7658428e22fe1,20.0       ,17.0
ieb1de47e6cc267fd6ce78f4630f4ed3560ed03c57,15.0       ,11.0
iee0a739f39085a80b8b542374ab2fd95dac332a05,18.0       ,13.0
ie09e524b8480f0c30bc5bb3e90e23b3075355387b,16.0       ,14.0
ie3571c4de2aa8cd4397d4f63658f633495d158e67,15.0       ,11.0
ie2675dd89804dbcbcceb393b42d6d2c3e49dd2e5b,10.0       ,10.0
ieb7fc39e338466fecfb710fce3f6c1812b6f0edb9,16.0       ,12.0
ie16718d8521671df2c213710b9690161760901f83,13.0       ,8.0
iefebe3937aff58e16a490d253e1519be663ea639e,11.0       ,7.0
ie089807ecdbe61bb49f1871e7cf61c0e4f3e4d7d5,15.0       ,12.0
ie237e62378ddf8df61e9734bbdba04494b799ce35,10.0       ,7.0
ieae43932bd5298b91243b0a2bae29e84921cdcdab,19.0       ,17.0
ie09413b5f90f77389118fb483197e894a1871edc3,9.0        ,5.0
ie18ec0f49bd48e2e3bb78f7d403e5983a3eb29cfe,17.0       ,12.0
ie07ce2089608ecb4de561066debeb5330e7ae1e7a,14.0       ,10.0
ie92ed0bd34d61fb332f475d808f6b6015c2a3390d,16.0       ,11.0
ie0fe91829c65d707381179d8ba5577df2e805681a,12.0       ,10.0
ieb5fa483bec39fe5ed85cdb7da3816178164c8dbb,21.0       ,17.0
ie716c89cad9514841a5e898b56f0f52921ef5587f,16.0       ,8.0
iea1293532cd793378bbd4a6252638b2c31622e0f2,15.0       ,10.0
iea2f55d0d269db587981ed1fb42fd26dc5d0ab557,7.0        ,6.0
ie48887823f6f4f93b5f9ba20af66899628be07dc3,16.0       ,10.0
iec51f1d1ed38a6a66030f2f6d4aadfa9f4c380e41,12.0       ,8.0
ie36e884dda0c14407ae8f8997b7f8ba72e14a5734,17.0       ,13.0
ie4c4be8cb5003bcb2e3896e8591b2759606ffd1b2,13.0       ,13.0
ie8f6e5b316e9aaf9e0e5d4e0d58d378f71804b4aa,17.0       ,14.0
ie09b7eb6611f7c0f46b55229537065e300d58871d,13.0       ,9.0
ie8c3f50d8bcd9d16c122c16fa0d749390cb9223ec,16.0       ,12.0
ie7cd1627249ce7dd3b96628f0769720295e60678f,20.0       ,18.0
ied9809e5e70583646f3ab2774c77143b551c42b4b,17.0       ,9.0
iea1a82140e8345184188561542cc0bdb1d2ffe409,15.0       ,14.0
ied80ad64d9578f4542ff97463687c7b822e7b4051,17.0       ,15.0
iec4960b90c05299a4399baa1f06df27bf9352f5be,14.0       ,10.0
ied01c93c68c56dbf88f89a18496ff7a2427254ec4,17.0       ,12.0
ie9961e2a371532aee284849d34c8d00c0a04d1674,11.0       ,10.0
ie353ead0d30ed7da25ba4f1e98b4623cf681d9388,13.0       ,12.0
ie7907b38f8480fe31a3523c19fddd2b8c4b8c05f2,15.0       ,12.0
ie1a81529f74f3ced8250d9f35155dd2d0c02d7296,13.0       ,12.0
ieff3a1e93b65adc01772a7878411eae3cdac1a745,20.0       ,17.0
ie8fac92e7a5c62431e5f4aa8a489ec98f7fb3ad31,13.0       ,12.0
ie08497aa90bae35425ee250467180a019efdac94d,14.0       ,11.0
ie8ed1cf320e14207b80ee7bc15483f4c1a69bb26d,13.0       ,10.0
ie3fa58eaa2f15ab2044093927fd732a6250efa216,11.0       ,9.0
iece4c7270305d47114981e5c614ca9c3715babcb8,16.0       ,15.0
ie59856cf71cff66a4678957a37ebf026ba65ebadc,13.0       ,10.0
ieebf0e2efcd632161a77485e6bcafbf81aa3069af,19.0       ,19.0
ie1d6e4b698834d925f312f82a73677a9ddc7f0e3c,17.0       ,13.0
ief0f87d4335ca8cf743141a90294bd6f17cc11f7f,22.0       ,18.0
ie6a90aede92a299a66f33688458f7fcbbed0fbb36,12.0       ,11.0
ie74bb84f33d114aa35df66f800291f3aeae69962e,11.0       ,8.0
ie224a4980f053246e44c51108c81facbd7e9e6702,15.0       ,6.0
ie3d06644044f56fde38edd77ec849f57b4e37774e,14.0       ,12.0
iee54ec691b25259d76bcd91772d32ae6bf63874e4,16.0       ,10.0
ie7cf22deab71c9163ab5332e8927c716a5ff5fe4c,11.0       ,9.0
iee02d1b78f35e5a11356fb06ca180d6c4a5d12969,15.0       ,12.0
ie3fcf72c166110de0aa7d063fc1b0184f2290548b,16.0       ,13.0
ie92dfec9dd09cee60fdc21aa9e4b86216b1b6a380,15.0       ,11.0
ieb60021dcd029c6abafa6e52dc7e91d2c4ad4410f,13.0       ,12.0
ie66941a62c9ee59b6594ff735078e92eea11dcea1,10.0       ,9.0
ie98b877220702e3d71605c8e4081523e2853ead84,16.0       ,12.0
iedee1d57c7603bbc675d6002c04c6490537520166,23.0       ,20.0
ie35a5d44b0da41bf23348ab98ca4498297203ed7c,13.0       ,12.0
ie6f2b808b3715735f9ba417452e0f27b5d74c949c,15.0       ,9.0
ie72f0f648ca7666aab7b074ddcf83b635d818b565,15.0       ,14.0
iec7a73a5664db98de3c5a8b7a1ceba5e30acba97c,16.0       ,14.0
ie2b4abf220ff09a0a6791751743da09d04f9acbd5,16.0       ,9.0
iec9d17e6e31bf68ea6b1d6170cab3a897cfd2a804,15.0       ,9.0
ie28b4659ed7acfa3bb117285d8f42a92232e3f8c0,16.0       ,14.0
iea2cbb77d833acd92bcbb04cdc66842c1730272ec,5.0        ,2.0
ie55c4dffe72c702e64980339a17cec51b3ac5b620,16.0       ,12.0
ie9822f8562c72e605ece726283fdb56fa8efc60a9,14.0       ,10.0
iea40e52c3fa355155704e0842eb846f7b20509c7b,14.0       ,12.0
iebff2dd34062e94a3ded9ded29bca72c1608be7fa,11.0       ,9.0
ie4fded4eb7979f485aef7ea6082563fa3673c60ad,18.0       ,15.0
ie7a2c91fb06b197d99f8740283fd54ae3a5e74dee,15.0       ,11.0
ie8d287ed59c6dfba83c9ffcc3ed5408b7a49802ef,11.0       ,5.0
iec352277b91dcb79fd146dd8b230a7d9520c2aba1,14.0       ,12.0
ie10de36bf36a81348e2b786304fbe256e0123abcd,8.0        ,6.0
iecb8914715f0af3677176c206af08348f1e162189,11.0       ,5.0
ie4c12143defaa6cfa7b8cfbd977a98a2c57fcc84e,11.0       ,7.0
ie0640a6b18c928f0faf8e6ea63ff8aa7453b9abf1,13.0       ,10.0
ie7d4605110471fa9305751c0cc674eca6da7042d7,20.0       ,17.0
ie6599c6a4deabb57c4ee8b80700e380fd31dc49bd,13.0       ,11.0
ief6a3c7eaf26b0756631e7e759eb7cf0f0f093024,15.0       ,10.0
ie9eb6008865bbf181570412c0944b1bec329f3f5f,14.0       ,13.0
ie1e959c04efcbb24b498e52ee400c12710057dbff,18.0       ,15.0
ieb6c6c3b5722a625c9406be249c1bad26afacc00b,9.0        ,7.0
ie285b46d6f8512f6e92990fd970124e12bee88b30,11.0       ,9.0
ie8f189ad7a52c9798c7cd64912054fa47e765768d,14.0       ,10.0
ie403745ba6fe366686cee2cec54190482789a3922,17.0       ,15.0
ie297c34739f9b0dad8fcf813b407ba80782bb8122,17.0       ,12.0
ie71af56e42a2aa822121d5ae88788e41338d059ae,6.0        ,6.0
ie5364138a6a9333acfc3c5ad101864dc717a229bc,17.0       ,12.0
iefbcbf78dde93d44e0059936b7bd09bd7303f10ea,11.0       ,6.0
ie5397aa44c6c62bf67b0239973b3a799410cbf424,18.0       ,10.0
ieabd7b48e619a4aa83bd8db69b795af9353a78a32,12.0       ,11.0
ie1500f0be7d170ba3cc74c4754ba8852ccb644080,19.0       ,14.0
ie4725bdb956bc2dde6551eb9ba5d2beb6731b2293,14.0       ,10.0
iea68dc0774c39c2cc517ca633e2d924b058c8ed21,14.0       ,13.0
ie243361646bb237285a94fa3d4e6bb58d1ba9086c,17.0       ,13.0
ie0298224087a386d0661b3d53aed27040ac7c34fd,11.0       ,10.0
iee59b91918a40100d41740255dfe28c376d7b69b0,14.0       ,11.0
ie2f5bbe8a9d17c8a934a6a4bf042130b9acf693b8,5.0        ,3.0
ie82ad97400595911e099ec9235176488b471459d4,21.0       ,14.0
ie7c4d5ee07ab75adedd79e505b7e9e103b23d1a2c,15.0       ,12.0
ie6fb35f05f7603ec73b26c05c68f7143e6677f7c2,10.0       ,8.0
ie6ca84c0bacef9aff02d24f39c0ffe5b5084a91b1,15.0       ,11.0
ie354c2cacd89fc48885a5702f00ee9cdb1e353c89,17.0       ,12.0
ie4a433b39b3964cc4481cd04e4272fb198f07a7c4,14.0       ,11.0
iecfb0755830c1c87d668038d2e123a3e0598cdc2b,21.0       ,16.0
ie4c394a69a50a8c52a4585bc36eb685e942613cd8,16.0       ,11.0
iee945329cc10eaed74574bcf4e6df49b7ae1c5c70,15.0       ,11.0
ie3c7f72e13592457d7d94ce01a83d61fea1905ae0,18.0       ,14.0
ie6530323dc0b61d83d56a01c5beb0cd1f52003858,14.0       ,8.0
ie5f1c57fd239d52a4b865a24d033c92fd98f4a955,14.0       ,12.0
iece540e27def3a158e9e4912d7595ddf43635a5f6,10.0       ,8.0
ie8dcd6fe684b566a19d72562e5f58842dbe986bd2,12.0       ,7.0
ie41072281c3e7c4db4dd4063ee1c0e1826665b070,21.0       ,16.0
iee2205edc02eda49405d80af7c8e2e190653ed3cc,12.0       ,9.0
iead3ed6e1aac048cd45cb6f2b7eb952eacbbf2361,13.0       ,12.0
ie4f7991681d068caee9529eed56e4156619c132f8,17.0       ,10.0
ief714d7c77266e29ea42e08da3f7b639cd9aa568d,14.0       ,7.0
ie809bcd18584376478e1b1ac37cde6988c74b069f,18.0       ,13.0
ie71aa961d5f68fef65c090ca4c3bc485c6dc01030,17.0       ,15.0
ie344516280ecdc4260b5764622bedf31664ef840a,10.0       ,8.0
ie1c73b46b01969d6da694eec4206e2f49d6b54e52,14.0       ,11.0
iec3a8527d9aca5d31a0312acd422d288b0f7b1729,15.0       ,13.0
ie8bc368a48a5964dd3383d4524a5646977ecb81df,8.0        ,6.0
ie7ec1cddf7a7014e6b8120470bc4f77f33da09725,13.0       ,12.0
ied44c9d2db5b79e2afa39bd7210cea652c1f1ce23,15.0       ,12.0
ie3c84c55f2af0e41767359f64e3a911ec78e0da80,18.0       ,15.0
ie6a895d82deaf9e02d3066c9cff6c4ef8244d96a7,14.0       ,11.0
ie81d52c9c4b7f6b1c5b37f4d4eb02f5ebe5f49851,19.0       ,17.0
ie216e1f35d909e57882b43ae26e65be6937618cbf,11.0       ,9.0
ieca2a9d7662ea2f94b560dfb084ba09ca2705619b,18.0       ,12.0
ied72c3593ffd60888f31aa753e416668c77e8def6,15.0       ,9.0
ie1777f33ec40eee54a378871fd824de89198b9afb,16.0       ,12.0
iee5b336055229522fba47a798483d32a59aabde7c,14.0       ,12.0
ie1edbdc849bba3ec93046d2e959107ef124c09091,7.0        ,2.0
ie2be563db26d0a761e70f56995ddca2b58b1b6dc2,26.0       ,19.0
iee4ac27cf7b8a1645fc3bac672b30e113c074b50c,17.0       ,13.0
ie37b47adf7822974f01cad6379981f76f68ffdad6,13.0       ,11.0
ie968ed3e41478634621d8c418d75120f4d7347776,17.0       ,12.0
ie8639f87d9931248e49508e156613d62b96eab6d3,13.0       ,9.0
ie304daf84515588e83c46cf777e1675ea9297d8d2,13.0       ,8.0
ie870ed5e948bcca2d45a1469adee8b637f8a8fe67,12.0       ,7.0
ieb421c81d6d7d67aeaa706d8e0331c640093f736f,11.0       ,8.0
iea0d64e2028aed779c4783242de0bb791b57e6aa8,13.0       ,7.0
ie6a960765a882b45000b0357f4dd61d53e5073be5,11.0       ,7.0
ie25276a842318215c80890a917caf130390c90a81,16.0       ,15.0
iedfc8e7c27d8dddb4f117d5244e6e21f700a8c60a,14.0       ,9.0
iec43ab09cf63c01f152b4974ec24c3f01e0cfb84f,13.0       ,8.0
ie9154114b73335b25a55d3ee58aa24039666fa8c8,15.0       ,14.0
ieaa39e42ee71240d731eaffd82f9d6d6762c93c7e,15.0       ,10.0
iec7beb4f11a7c7974c874fd062dd3a4e04de03a34,14.0       ,13.0
ie8b428e4ca81874c25924b8cf5d073cd6926c23be,7.0        ,4.0
ie84ad84a39f78b65a9eacb17bb58a0e9bd5f91940,20.0       ,15.0
ie31c01c11823b4c8695ddc12a9ba627cc1aeba9cf,10.0       ,9.0
ie1c54d694ccc625b3df388c2eb4301e3e57a99b01,15.0       ,12.0
iedb4b32e81bfd50dc6122bad214a42fbc3e90f4a7,13.0       ,6.0
ie0599938142a81695eaef8fe26be782dcba33ade0,10.0       ,8.0
ie063c73cbedaabd9ff56f696c4ced0f5de9363278,13.0       ,11.0
ied8a1442b7e905da0510a00cc209d1b414336bae0,17.0       ,14.0
ie2e23e11458e541b56a94dc52eee760fa83ebae73,9.0        ,6.0
ie335dc9469e1b3e509d8ccb08caa38dc9d64b255f,18.0       ,16.0
ie8156baf133d65456e2a36c14c1d318f582ae992e,20.0       ,16.0
ie26e8cad950898b7bc6f834e5b35cbaf75edfebe0,11.0       ,11.0
ie43782666b99f98710d81aac9831484f3b10c9cf1,8.0        ,2.0
ie9626789dba4835a13d40280e973bc41cc6127c46,12.0       ,7.0
ie4f18d15466caea61c44fce19aa28f1d2d9a06679,11.0       ,11.0
ie544c0200c0f22871b5486ce71df932c211d9d119,17.0       ,13.0
iede200f7e15cf6f0b8f5315cf1d98b9885de66c6b,17.0       ,15.0
ief7cc166b3a8604c700811396eb840028def81236,10.0       ,4.0
ie85a392a96799b32a316b77848c892a677ec33634,13.0       ,12.0
ief81c968e1f91b4b6259649adc817c0302b209dff,14.0       ,12.0
iee215ac5a6ee32bfb609b932f050d84a48c2a9d51,18.0       ,14.0
ie834cfdd6f64fd91cdda9cf566366c69e6a3369d9,17.0       ,13.0
ie987ef204b7911c52388091d5ba3586e20e7fe387,11.0       ,8.0
ie32550be7d3ae4911715a6aea5ad6829bfb2dfa6a,15.0       ,12.0
ie84edb55ebe4567e0fa1d2e322e2bc26dab13e3fd,11.0       ,8.0
ie228a3db2aa12b9f8b245fc59c660a7dc6364ccd7,13.0       ,10.0
ieae3ec82dd9428cf16081b0838ea4c0657fad2d97,18.0       ,12.0
ie91837bc5551ac4a9b8ef6eb7cdfa8bf355037a49,7.0        ,5.0
ie0fdfd1136902341ca2b59004ca25801d34a7b1b4,14.0       ,13.0
iee766391d12c63cc4addb83da26f6558ae58e0e25,13.0       ,9.0
ie5e1b385c7f42eacae33a5a8954327b1139c03992,17.0       ,10.0
ie97db603c676145e8a3f730a224d498402dd3e010,19.0       ,16.0
ie9f3243194dfd036df86e4201f96e7c9554e8f2ef,10.0       ,7.0
iedc3dd96fdb2ec5ca548d39f6dccefedec0ae088e,13.0       ,8.0
ie914ae98466652b569c9848a46228f7f110bd492c,14.0       ,10.0
iea52f6c81debc08a36b282e2653dae1b4a35611ef,15.0       ,12.0
ie499ce858875f9cf6cab2b22a0c908d2581567d4a,15.0       ,9.0
ieb9181ffb1085b7f454af35a599f0f3cac3b7b41f,20.0       ,17.0
ied7e899b1a649745f5bc11f5906f5ebe105e090cd,16.0       ,12.0
ieb52610ed92755ed669438c0f877cf13fd88d4a46,19.0       ,13.0
ieb18a73b831a14497bd89f8bbde3adf8f535b30df,21.0       ,18.0
ie3f9a21aee11dbaa44186121b97e3d5aaaac45233,15.0       ,9.0
ied6785ace5f8c55a1fb4502604493b523aa955895,13.0       ,10.0
ie399dcd457badfd69839f3da0c72d32bc4c944cfa,11.0       ,7.0
ief3db296a37c2b199f7a86294bd45cf7c32bfa860,13.0       ,11.0
ied69422b79f90704ff5505f2bd90e331312793b44,18.0       ,14.0
ie13307cab6e24d5e025bc2bc2b6a7e5ab952cc0d1,14.0       ,11.0
ie849ab4ce0f9795349f02008158f906f483efa56d,13.0       ,10.0
ie361113f979a7b4d1b6acd4b5f2a47dcca396b1d8,13.0       ,12.0
ie36b5c69140f4229167999ee6a078ccef7cd2ac7d,14.0       ,8.0
ieb447182921ddf0a853acd8d05a04dc84463de624,13.0       ,10.0
iee7bcce504583b22d8ea68d476f1837b2c28cce01,10.0       ,9.0
ie764c40eb2251c5f2e263a139e962f23a98b77a37,20.0       ,16.0
ie45e96dc5f7b164a953b967abd3632ca7a96241e2,14.0       ,10.0
ieba5792e5c8eb589d4aa20afe6880b5d3499b7d62,13.0       ,10.0
ie1c0479b2bc1155bbdb6786f897e258af0f8bc3af,18.0       ,16.0
ie0826f7b7240cf6303d1d0c2445872d11aa5e4c18,17.0       ,15.0
ie117032e7e849949a4a2973538f6ba51cd4d4009b,16.0       ,12.0
ieeb4c68e5153e9d34e433e6d8fd2c8206e768ce5a,11.0       ,6.0
ie90be3a40426a5c72a660211c1b5c29c53221dd50,16.0       ,13.0
ie65193718b63127abb9e4d66bdf6cf7f1cb355da0,9.0        ,7.0
ie33e9ccdd8d978c2ac4bcc5bb35471673ac281a2c,15.0       ,13.0
ief3c98892e27d61931d603814cebef8d7d7103964,12.0       ,8.0
ie52e04d146de36ff215abca3a9b840400acad1301,11.0       ,6.0
iecabbcfe32f8a4ac08fe1388c0dc7952dc96a3184,9.0        ,7.0
ieb65d75251fb98c446750a82cdc5c2ef7257b53e1,12.0       ,8.0
ie7ad1e2adb70f5b2920fccea4314ba2ad2cfb000b,12.0       ,10.0
ie85d91cbdebccf01e74deb65ac6dca5367b94fc4b,22.0       ,16.0
ie9891124192fd154145bbb4c1d10e98ca7a31946c,17.0       ,14.0
iee5a335268914c194edc6a32220e158d0232188e9,13.0       ,9.0
ie433a714c1b56965ad4ec3f5364f286fd69df5db9,17.0       ,13.0
ie946803f93f52333614270723b2148ec90b653323,18.0       ,17.0
ie8fafb87c6053e8b2ee161cc453d92f1cf9a49693,14.0       ,12.0
ie76a306af4a37696ebce827851690782da36be948,15.0       ,11.0
ie7448f3f21de222903966579f25120b292117c06f,12.0       ,8.0
ie1a5cb5e5701a9f748e9294cbdec0c830e46f9364,12.0       ,8.0
ie5af26406d7f87737d1b9821a417fb812d7640158,13.0       ,10.0
ie2346df9efe151328fabe0c5273b44d7f235e8f61,22.0       ,18.0
ieb3a538bae0c32b14dc1359079eb37abf695cff1d,12.0       ,10.0
ie111b1714548d962058d2018f49ba398c7723d5ef,16.0       ,15.0
ie3d5b443ac948ef4cdc89341f0e20838e6ed39999,18.0       ,15.0
iecd0963dfdbf4047a22a6fdde88ec1347f458b53b,7.0        ,2.0
iebb0df98e8b2b00830aaf9f070177b956297ae32a,13.0       ,10.0
ie16eebbeaba2ea75973625ba8c7bce068750a5acd,16.0       ,13.0
iead8a9fa31ead49ebd3615e61b0169765254b7f13,14.0       ,11.0
ied84e4a7fe6f7de01b308a8b617e83439c4a57e9b,13.0       ,9.0
ie6cfee8e82ce6e3b1e98bdb79616481e3ec18b331,16.0       ,14.0
ie1aa9029d48449a612f40a720cfc35656e215843e,14.0       ,13.0
ief4650da6f79c4e2dec876af7f1321998470e7c77,14.0       ,11.0
ie766d43808825821ad2f8b3d2012089e16110a563,12.0       ,10.0
ieb35434a84e25d1c16fcd8f8ffb2d31bc5b88f093,21.0       ,19.0
ie3761bf0f4f28ea6016231ce412c593b4a21a3ae2,13.0       ,9.0
ie24477c9402999c31fcfab6de72533b8c805d8d2b,19.0       ,14.0
ie109822be5918a61b4cedba94ba49304220263e09,13.0       ,8.0
iedc7057768f2d70790f33d8c0e90e665f6fb67c8f,18.0       ,11.0
iecfc49fde828509a74f32fa8ece20fc52caffe430,10.0       ,9.0
ie691c7e0b24bbc72c383c49615600a027b0131894,19.0       ,17.0
ie1d015a9bf42419179eae3dc259c9e71ee9c03e59,13.0       ,7.0
ie81a61698828dbdae431dff0d31e73cd1f27735d8,11.0       ,6.0
ie832d5d5effcc6081dc83266d1c28c9786eef33fa,11.0       ,9.0
ie3e3ac4c9bd40ab3d3e0051aeb2d672e4c7e4d8ba,12.0       ,9.0
ie9840100950d7ad800dcf51b6014407806634f26d,20.0       ,15.0
ie2da20c363009289030db8217ce49b7b2040977c7,8.0        ,7.0
ie4a1d23191a15a4ac52b4b4c01c5e5ec8ca63653f,11.0       ,8.0
ie7fb196261c6a56332fd90e579eb3397bd8945f52,15.0       ,12.0
